ID ;Gender;Age_months;Age_group;AdditionalSupportNeeds;MidtestingAgeMonths;MidtestingAgeGroup;Mediansplit_midtesting_entiresample;Dropout;Reason_Dropout;Success;ExperimenterStopped_TimeUp;ExperimenterStopped_ChildUnmotivated;ChildStoppedNotCrying;ChildStoppedCrying;AfterHowManyMin;WasAnyToolUsedtoTryToGetSticker;FirstToolUsedToTryToGetSticker;IfToolsWereUsedToTryToGetSticker_WhichOrder;DidChildTryToGetToolsFromTheBoxes;WereAnyToolsFromTheBoxesObtained;IfToolsWereObtainedFromBoxes_WasStickUsed;IfToolsWereObtainedFromBoxes_WhichOrder;Description;Category;Video;Success;Specifier1;Specifier2;Specifier3;Specifier4;Specifier5;Specifier6;Specifier7;Specifier8;Score
120;m;70;5;no;72;6;old;no;;incorrect;no;no;no;no;09:06;yes;short stick;short stick;no;;;;"Inserts stick in tube, points to hose box, inserts stick in tube ""can't get it out"" ""now I need to choose this one!"" [points to hose box] inserts stick in tube, ""i can do anything"", ""it doesn't bend"", ""I can't get it with my fingers"", wants to get hose, but doesn't walk round the table, as if stuck on one side of the table, gets prompt, then after while, inserts stick in tube, smashes stick on top of tube, inserts stick and hammers with fist on top of tube, smashes stick on tube so that sticker wobbles, sticker actually moves a bit, inserts stick in tube to try to get sticker but cannot, hammers stick motivatedly on top of tube, is super engaged, ""I can do this...I keep banging it"" smashes hand on tube, E says he should be careful not to hurt his hand, gets prompt, ""so this might help"" points to hose, then to rope, keeps smashing tube with stick and hand, then with stick again, looks into tube for a while, suddenly blows sticker out, INCORRECT SUCCESS";incorrectsuccess;ID120_AdditionalTask_ToolUse_m_5y;Incorrect success;Focus on tube only;Uses short stick;Blows sticker out of tube;;;;;;
119;f;59;4;no;61;5;old;no;;no;yes;no;no;no;;yes;short stick;short stick;no;;;;"Explores tube with hand, tries to lift it, wobbles it with hands, explores it with hands, tries to lift, looks confused at E, kneels in front of tube, briefly touches stick, touches box again (2x) wobbles tube with hand, looks at stick, touches it, wobbles tube, E: you can try anything you like - child picks up stick and holds it up to show E (but no reaction from E), puts stick down, looks at tube, gets prompt, ""I can even use this?"" [stick] holds up stick, inserts stick in tube, tries to get star, puts stick down, immediately picks it up again, inserts stick in tube, gets prompt, but keeps inserting stick in tube, is quite engaged, after 8 min gets another prompt, looks at boxes but continues to insert stick in tube, gets another prompt, no reaction E stops game as 10 min over, STICK INSERT IN TUBE";nosuccess_focusontubeonly_shortstick;ID119_AdditionalTask_ToolUse_f_4y;No success;Focus on tube only;Uses short stick;;;;;;;2
118;f;63;5;no;64;5;old;no;;no;yes;no;no;no;;yes;short stick;short stick;no;;;;"Picks up stick and inserts in tube, touches hose box and tries to pick it up, has to be discouraged, inserts stick in tube, tries to get sticker out, kneels in front of tube, gets prompt, ""how do we use these?"" points to all boxes, inserts stick in tube, stands up, keeps inserting stick in tube, is quite engaged, gets prompt, still inserts stick in tube, keeps inserting stick, kneels in front of tube, gets prompt, then asks ""how do we get these out?"" means probably star and things in boxes, looks at long stick bo, ""can I take the tape off?"" [the tube], has to be discouraged, E stopped game because 10 min over STICK INSERT";nosuccess_focusontubeonly_shortstick;ID118_AdditionalTask_ToolUse_f_5y;No success;Focus on tube only;Uses short stick;;;;;;;2
116;f;59;4;no;61;5;old;no;;incorrect;no;no;no;no;04:40;yes;hose;hose;yes, with hand;yes;no;hose (with hand);"Picks up stick during instruction, tries to pick up boxes, has to be discouraged, ""how?"" ""it won't let me in"", now sits in front of boxes, kind of forgot about the stick she picked up at the beginning, is super disheartened, walks round table and touches tube, walks round table, looks into rope box and hose box ""i think it's the middle one"" [hose] ""with my hand?"" gets the hose with hand, walks round table, INCORRECT SUCCESS";incorrectsuccess;ID116_AdditionalTask_ToolUse_f_4y;Incorrect success;Attends to tool boxes;uses hand;Tries to get hose;Gets hose with hand;;;;;10
133;f;64;5;no;64;5;old;no;;yes;no;no;no;no;12:40;yes;short stick;short stick, rope, hose;yes, with hand and tool;yes;yes;rope, hose;"During instructions stands at boxes ""so I need to go to that side"" [tube side], touches tube, touches stick, touches hose box, walks on knees round table, looks at boxes, goes back to tube, touches tube, ""I want to use this one"" [hose] ""but how do I get it out?"" kneels in front of tube, touches it, looks inside, gets prompt, picks up stick and inserts stick in tube, is quite slow, looks at girl next to her who is watching, ""I'm using the stick to try and do it"" then touches tube with stick on the top, inserts stick in tube, is quite distracted, keeps inserting stick in tube, gets prompt, puts stick down, walks around table, touches hose box with hand, touches rope box ""I need to use that"", then touches long stick box, then touches rope box, looks at rope box, reaches inside with fingers but more to explore than to get rope out, walks around table, gets stick, walks around again, inserts stick in rope box, gets rope with stick, goes round table, inserts rope in tube with hand ""come on get it...get it...go, go...go-ho!"" ""get it"" inserts rope again in tube ""I'm doing it!"" (2x) 10 min over, inserts stick as well when rope is in tube, walks around table without stick, re-inserts rope into its box, walks around table, fetches stick, inserts stick in hose box, gets hose with stick, CORRECT SUCCESS";success_withsometrialanderror;ID133_AdditionalTask_ToolUse_f_5y;Success;With some trial and error;;;;;;;;11
81;m;42;3;no;44;3;young;no;;no;yes;no;no;no;;no;;;no;;;;Inserts fingers in tube, tries that way for a couple minutes, picked up ball from floor to play with. Is prompted several times, but only tries with fingers. Looks around the room, still tries with hand. He looks at the other boxes on the table and says 'which, which, which' (maybe thinking), He kneels to look through the tube. Accidentally knocks short stick off table but does not pick it up. After around 9.5 minutes E asks 'Do you think you can get that star out?' He says 'No I can't get it out';nosuccess_focusontubeonly_hand;ID81_AdditionalTask_ToolUse_m_3y;No success;Focus on tube only;Uses hand;;;;;;;1
136;m;53;4;no information;54;4;old;no;;no;yes;no;no;no;;yes;short stick;short stick;no;;;;"Tries to take tube off table, I say 'we have to leave that on the table'. Picks up short stick, inserts into tube. Then tries with hands says 'I can't get the star'. Touches the boxes from the wrong side. Walks round to other side, points at long stick and says 'this long stick'. Tries with short stick says 'It's too short'. Pushes against the tube, hits the tube with the short stick. Says 'how do you get the star?' Is prompted. Points to long stick and says 'I need that one', 'the long stick'. Tries to take box with stick off the table. Uses short stick, says 'I can't get it' 'can you help me?' Is prompted. Points to hose and says ""i need that one'. Hits stick against tube, tries short stick. Points to hose and says 'I need that one'. RA says 'you can walk around'. Walks round to hose, does a 'dance' to get out. Taps short stick on table, throws short stick away. Tries to take tube off table. Says 'I need that stretchy one', hits the box with the hose. Says 'I need to get it out' 'I need that one' (the hose), 'There might be a way to get it out'. Puts short stick between boxes, drops short stick between the boxes. STICK INSERT IN TUBE";nosuccess_focusontubeonly_shortstick;ID136_AdditionalTask_ToolUse_m_4y;No success;Focus on tube only;Uses short stick;;;;;;;2
140;f;52;4;no information;53;4;old;no;;incorrect;no;no;no;no;03:20;yes;short stick;short stick, hose;yes, with hand;yes;no;hose (with hand);Touches short stick, inserts hand into tube, then picks up short stick and tries with short stick. She points at hose 'Do you think we could use that?' Is prompted. Tries with hands. Walks round looks in hose box, tries to put hand in long stick box for a second. Walks back round, tries with short stick. Walks round again, tries to get rope with hands but does not. Then gets hose with hands and gets star with hose. INCORRECT SUCCESS;incorrectsuccess;ID140_AdditionalTask_ToolUse_f_4y;Incorrect success;Attends to tool boxes;uses hand;Tries to get distractor tool;Gets hose with hand;;;;;9
130;f;45;3;no;46;3;young;no;;incorrect;no;no;no;no;06:12;yes;rope;rope, long stick, hose;yes, with hand;yes;no;rope (with hand), long stick (with hand), hose (with hand);Inserts fingers into tube, says 'I can't get it out', is prompted. Tries to take tube off the table, 'it's not coming out' says 'long stick', tries to take tube off table again. Tries to get star out with hands, says 'I can't get it out', is prompted. Continues trying with hands, starts to look unmotivated, RA prompts: 'there must be a way..'. Looks into tube, 'I can't get it out', tries with hands. RA prompts. Goes round to stick box, says 'the stick',tries to put hand through cage, looks through. Looks into all the boxes. Says 'I can get it' and gets rope with hands. Inserts rope into tube, says 'It's not going'. Puts rope on top of long stick box and gets long stick with hands, inserts long stick into tube, says 'It's not going'. Puts long stick on top of long stick box, says 'I have an idea', goes round gets hose with hands 'big thing can get it out', uses hose to get star. INCORRECT SUCCESS (did not pick up short stick);incorrectsuccess;ID130_AdditionalTask_ToolUse_f_3y;Incorrect success;Attends to tool boxes;uses hands;Tries to get distractor tool;Gets distractor tool;Uses distractor tool on tube;Gets another distractor tool with hand;Uses distractor tool on tube;Gets hose with hand;9
131;m;53;4;no;53;4;old;no;;no;yes;no;no;no;;yes;short stick;short stick;no;;;;Inserts hand in tube, picks up short stick, inserts short stick in tube says 'what, no', is prompted. Keeps trying with short stick says 'I'm trying to get it' 'no' 'I can't do it', 'how do you get the star out?'. E prompts: 'I know it's a bit tricky but there must be a way...anything on the table'. Tries with short stick, puts it in different ways, prompt, keeps trying only with short stick, 'I can't get the star', looks confused like he is thinking. Says 'No, it's stiff', prompted, tries with short stick says 'no'. Says 'I'm trying to get it out' Looks like he is getting bored. He is 'stuck' in one position in front of the tube. Prompt. Tries with short stick, looks like he might be looking in the boxes. E stops time up. STICK INSERT IN TUBE. Addition Zsuzsa: he never goes to the boxes side of the table. ;nosuccess_focusontubeonly_shortstick;ID131_AdditionalTask_ToolUse_m_4y;No success;Focus on tube only;Uses short stick;;;;;;;2
132;f;57;4;no;58;4;old;no;;no;yes;no;no;no;;yes;short stick;short stick;no;;;;Walks around the table a few times, looks at all the boxes, keeps walking round the table. Prompted a few times while doing this. Picks up short stick, inserts short stick into tube, says 'It can't fit in', prompted. Keeps trying with short stick, says 'It's just going straight' talks about how it is straight for a while. Walks round the table 3 times. Says 'It just goes straight in', prompted. Puts short stick down, walks round to other side of the table a few times. Picks up short stick again, inserts short stick in tube again, 'It just goes straight up' 'It can't turn'. Asks 'are you allowed to use them' referring to the tools in boxes. I said 'It's your game, it's up to you to get the star out of there, anything on the table...'. Asks 'can you use these?' and points to hose. Says 'I can't get the star out' E stops game time up. STICK INSERT IN TUBE;nosuccess_focusontubeonly_shortstick;ID132_AdditionalTask_ToolUse_f_4y;No success;Focus on tube only;Uses short stick;;;;;;;2
126;f;53;4;no information;54;4;old;no;;no;no;no;yes;no;;no;;;yes, with hand;;;;Tries to take tube off table, 'how do you get the star out?', picks up short stick, hits short stick against tube, tries to pull tape off the tube. Prompt. 'This is a tricky game for me', Prompt. Says 'yeah that can help me' point to long stick. She says 'my fingers are too small for this...my fingers are too big to get it out'. Prompt. Points to long stick 'this will help'. Walks round to other side, inserts hands into long stick box, tries to get long stick with hands, not successful. Walks back round, tries to take tape off tube. Looks unmotivated and says 'I don't want to play this game anymore' E stops game 5.30. ;nosuccess_focusontoolboxes_distractortoolhand;ID126_AdditionalTask_ToolUse_f_4y;No success;Attends to tool boxes;Uses hand;Tries to get distractor tool;;;;;;3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
